Name,Direct downloads,Indirect downloads,Total
JGEE,110,0,110
sublime,110,0,110
pdolsms,110,0,110
SACOBRA,110,0,110
thermocouple,110,0,110
iJRF,110,0,110
VariableScreening,110,0,110
spatialnbda,110,0,110
msma,110,0,110
selectiongain,110,0,110
magree,110,0,110
twiddler,109,1,110
permubiome,109,0,109
PropClust,109,0,109
rDVR,109,0,109
PropClust,109,0,109
gCat,109,0,109
ucbthesis,109,0,109
SMLoutliers,109,0,109
nearfar,109,0,109
phcfM,109,0,109
sybilDynFBA,109,0,109
prof.tree,109,0,109
ssc,109,0,109
svs,109,0,109
phcfM,109,0,109
LogitNet,109,0,109
JSM,109,0,109
TBEST,109,0,109
mmds,109,0,109
optbdmaeAT,109,0,109
teda,109,0,109
robustrank,109,0,109
SegCorr,109,0,109
Relatedness,109,0,109
nspmix,109,0,109
ptwikiwords,109,0,109
simpleNeural,109,0,109
grapes,109,0,109
QRegVCM,109,0,109
StVAR,109,0,109
Rtnmin,109,0,109
seeclickfixr,109,0,109
straweib,109,0,109
NORMA,109,0,109
MetaheuristicFPA,109,0,109
qualCI,109,0,109
uskewFactors,109,0,109
orsifronts,109,0,109
fgpt,109,0,109
orsifronts,109,0,109
strat,109,0,109
multifwf,109,0,109
scar,109,0,109
prc,109,0,109
rgabriel,109,0,109
lrequire,109,0,109
zTree,109,0,109
ramcmc,109,0,109
Meth27QC,109,0,109
ramcmc,109,0,109
MultiGHQuad,109,0,109
TERAplusB,109,0,109
mycobacrvR,109,0,109
popprxl,109,0,109
sensitivityPStrat,109,0,109
spikes,109,0,109
Sofi,109,0,109
Sofi,109,0,109
MultiSV,109,0,109
unvotes,109,0,109
SAMM,109,0,109
sFFLHD,109,0,109
MLPUGS,109,0,109
scio,107,2,109
TScompare,26,83,109
rvHPDT,108,0,108
ROI.models.netlib,108,0,108
PharmPow,108,0,108
linERR,108,0,108
SOFIA,108,0,108
interventionalDBN,108,0,108
noia,108,0,108
RNaviCell,108,0,108
neuroblastoma,108,0,108
Rrdrand,108,0,108
SubpathwayGMir,108,0,108
SiMRiv,108,0,108
svdvisual,108,0,108
madr,108,0,108
NEff,108,0,108
PDM,108,0,108
wbs,108,0,108
rtrie,108,0,108
sparseLTSEigen,108,0,108
mlmc,108,0,108
lbreg,108,0,108
tableMatrix,108,0,108
REREFACT,108,0,108
nlshrink,108,0,108
sparseFLMM,108,0,108
sgRSEA,108,0,108
ifctools,108,0,108
thankr,108,0,108
validatejsonr,108,0,108
RGenetics,108,0,108
pop.wolf,108,0,108
LinCal,108,0,108
rSCA,108,0,108
sfc,108,0,108
rbgm,108,0,108
tracheideR,108,0,108
ScreenClean,108,0,108
tlemix,108,0,108
rpql,108,0,108
webvis,108,0,108
sidrar,108,0,108
predatory,108,0,108
rFSA,108,0,108
RIFS,108,0,108
ORCI,108,0,108
sdPrior,108,0,108
quickReg,108,0,108
SightabilityModel,108,0,108
phuassess,108,0,108
midrangeMCP,108,0,108
VRPM,108,0,108
widenet,108,0,108
RApiDatetime,108,0,108
VoxR,108,0,108
NPsimex,108,0,108
rbvs,108,0,108
vertexenum,106,2,108
landpred,104,4,108
landpred,104,4,108
symDMatrix,95,13,108
tsSelect,107,0,107
phylodyn,107,0,107
SPCALDA,107,0,107
RcellData,107,0,107
someKfwer,107,0,107
rationalfun,107,0,107
R2ucare,107,0,107
ScrabbleScore,107,0,107
SRRS,107,0,107
VBmix,107,0,107
rGroovy,107,0,107
ukgasapi,107,0,107
ph2mult,107,0,107
ph2mult,107,0,107
sodavis,107,0,107
ockc,107,0,107
SurvDisc,107,0,107
icsw,107,0,107
myepisodes,107,0,107
refnr,107,0,107
structree,107,0,107
solvebio,107,0,107
sgee,107,0,107
ig.vancouver.2014.topcolour,107,0,107
ramsvm,107,0,107
mdmb,107,0,107
wingui,107,0,107
VHDClassification,107,0,107
pnmtrem,107,0,107
MethyBayes,107,0,107
ptest,107,0,107
ViSiElse,107,0,107
rvTDT,107,0,107
rvTDT,107,0,107
penDvine,107,0,107
tsbridge,107,0,107
FPCA2D,107,0,107
smac,107,0,107
MAGNAMWAR,107,0,107
ungeneanno,107,0,107
rSARP,107,0,107
MuViCP,107,0,107
ops,107,0,107
MuViCP,107,0,107
RSAgeo,107,0,107
labeledLoop,107,0,107
merror,107,0,107
PrivateLR,107,0,107
VDAP,107,0,107
ordcrm,107,0,107
pcg,107,0,107
seroincidence,107,0,107
selfingTree,107,0,107
isingLenzMC,107,0,107
race,107,0,107
starmie,107,0,107
mtk,107,0,107
ztype,107,0,107
slp,105,2,107
MRQoL,106,0,106
SteinIV,106,0,106
SPEDInstabR,106,0,106
SteinIV,106,0,106
proccalibrad,106,0,106
rodham,106,0,106
SOR,106,0,106
zeallot,106,0,106
nparsurv,106,0,106
tsc,106,0,106
pensim,106,0,106
mppa,106,0,106
samplingDataCRT,106,0,106
samplingDataCRT,106,0,106
tttplot,106,0,106
sanitizers,106,0,106
htdp,106,0,106
PTE,106,0,106
Ridit,106,0,106
fixedTimeEvents,106,0,106
nose,106,0,106
runittotestthat,106,0,106
sBF,106,0,106
WordPools,106,0,106
usedist,106,0,106
PathSelectMP,106,0,106
unsystation,106,0,106
LRcontrast,106,0,106
MiRAnorm,106,0,106
vudc,106,0,106
SPPcomb,106,0,106
IATScore,106,0,106
rngSetSeed,106,0,106
PeriodicTable,106,0,106
iMediate,106,0,106
rngSetSeed,106,0,106
write.snns,106,0,106
twoStageGwasPower,106,0,106
templates,106,0,106
rbiouml,106,0,106
powerpkg,106,0,106
uptimeRobot,106,0,106
memo,106,0,106
permPATH,106,0,106
threeboost,106,0,106
fitdc,106,0,106
PLIS,106,0,106
uptimeRobot,106,0,106
RadTran,106,0,106
pipeGS,106,0,106
supcluster,106,0,106
VLF,106,0,106
SSRA,106,0,106
plspolychaos,106,0,106
spnet,106,0,106
sddpack,106,0,106
olctools,104,2,106
TSodbc,29,77,106
trackdem,105,0,105
MADPop,105,0,105
OSCV,105,0,105
repfdr,105,0,105
patPRO,105,0,105
xkcdcolors,105,0,105
ssfit,105,0,105
mph,105,0,105
wfg,105,0,105
blatr,105,0,105
rfml,105,0,105
rscimark,105,0,105
sglr,105,0,105
SOUP,105,0,105
smirnov,105,0,105
rakeR,105,0,105
multfisher,105,0,105
sbioPN,105,0,105
modQR,105,0,105
texmexseq,105,0,105
KERE,105,0,105
moko,105,0,105
pom,105,0,105
UWHAM,105,0,105
valuer,105,0,105
relen,105,0,105
RLogicalOps,105,0,105
VDA,105,0,105
smco,105,0,105
opticut,105,0,105
SuperRanker,105,0,105
saves,105,0,105
KnapsackSampling,105,0,105
MIDN,105,0,105
QCAfalsePositive,105,0,105
nzpullover,105,0,105
nzpullover,105,0,105
PAGI,105,0,105
sisal,105,0,105
kriens,105,0,105
spe,105,0,105
TSeriesMMA,105,0,105
NestedCategBayesImpute,105,0,105
PCADSC,105,0,105
SDDE,105,0,105
seawaveQ,105,0,105
WiSEBoot,105,0,105
randomizationInference,105,0,105
Table1Heatmap,105,0,105
relSim,105,0,105
subrank,105,0,105
ssd,105,0,105
STB,105,0,105
soobench,100,5,105
svHttp,6,99,105
pkmon,104,0,104
trib,104,0,104
pkmon,104,0,104
varband,104,0,104
qgtools,104,0,104
sybilcycleFreeFlux,104,0,104
spsi,104,0,104
PolyTrend,104,0,104
unbalhaar,104,0,104
Tlasso,104,0,104
whoapi,104,0,104
marqLevAlg,104,0,104
mmc,104,0,104
whoapi,104,0,104
SeerMapper2010West,104,0,104
SimPhe,104,0,104
TLBC,104,0,104
gdmp,104,0,104
XRJulia,104,0,104
rivervis,104,0,104
textgRid,104,0,104
TSGSIS,104,0,104
pkgcopier,104,0,104
lero.lero,104,0,104
Rga4gh,104,0,104
MetFns,104,0,104
represtools,104,0,104
smoothtail,104,0,104
WLreg,104,0,104
negenes,104,0,104
TSS.RESTREND,104,0,104
MBTAr,104,0,104
profilr,104,0,104
MTDrh,104,0,104
reGenotyper,104,0,104
endtoend,104,0,104
MGL,104,0,104
rmp,104,0,104
track,104,0,104
rrBlupMethod6,104,0,104
sporm,104,0,104
treeHFM,104,0,104
TickExec,104,0,104
PCSinR,104,0,104
VarSelLCM,104,0,104
ukds,104,0,104
waver,104,0,104
skeleSim,103,0,103
waved,103,0,103
skeleSim,103,0,103
quarrint,103,0,103
sparseSVM,103,0,103
tpe,103,0,103
mhtboot,103,0,103
partitionMetric,103,0,103
treeplyr,103,0,103
domino,103,0,103
tempcyclesdata,103,0,103
domino,103,0,103
morgenstemning,103,0,103
sprsmdl,103,0,103
TPEA,103,0,103
rFDSN,103,0,103
sparsereg,103,0,103
ludic,103,0,103
fastLSU,103,0,103
RAP,103,0,103
fastLSU,103,0,103
QCSimulator,103,0,103
roughrf,103,0,103
TestingSimilarity,103,0,103
htree,103,0,103
StratifiedBalancing,103,0,103
phyreg,103,0,103
tipom,103,0,103
rsggm,103,0,103
sievetest,103,0,103
SNPMClust,103,0,103
prioritylasso,103,0,103
unfoldr,101,2,103
tangram,102,0,102
stripless,102,0,102
pAnalysis,102,0,102
qtlc,102,0,102
USGSstates2k,102,0,102
kzs,102,0,102
wtest,102,0,102
notifyme,102,0,102
parsec,102,0,102
StatPerMeCo,102,0,102
safi,102,0,102
mdftracks,102,0,102
sValues,102,0,102
simSummary,102,0,102
scientoText,102,0,102
oncomodel,102,0,102
stormwindmodel,102,0,102
survAWKMT2,102,0,102
stormwindmodel,102,0,102
RClone,102,0,102
rforensicbatwing,102,0,102
XHWE,102,0,102
SocialPosition,102,0,102
ssmsn,102,0,102
PreKnitPostHTMLRender,102,0,102
SCORER2,102,0,102
ssmsn,102,0,102
TotalCopheneticIndex,102,0,102
liteq,102,0,102
RNRCS,102,0,102
snpStatsWriter,102,0,102
MOEADr,102,0,102
SMCP,102,0,102
touch,102,0,102
skda,102,0,102
Rbent,102,0,102
wildpoker,102,0,102
trimTrees,101,1,102
vaersvax,15,87,102
preproviz,6,96,102
netcoh,101,0,101
sAIC,101,0,101
sExtinct,101,0,101
sfinx,101,0,101
Wmisc,101,0,101
OTRselect,101,0,101
TideTables,101,0,101
vottrans,101,0,101
subdetect,101,0,101
popKorn,101,0,101
prototest,101,0,101
rRAP,101,0,101
SeerMapperEast,101,0,101
statprograms,101,0,101
vhica,101,0,101
SRCS,101,0,101
microbats,101,0,101
RPCLR,101,0,101
l1kdeconv,101,0,101
selectapref,101,0,101
validateRS,101,0,101
traitr,101,0,101
survutils,101,0,101
triangulation,101,0,101
parboost,101,0,101
mvnpermute,101,0,101
spatialTailDep,100,0,100
tatoo,100,0,100
robustsae,100,0,100
gLRTH,100,0,100
SADEG,100,0,100
smoothAPC,100,0,100
robreg3S,100,0,100
switchrGist,100,0,100
SecKW,100,0,100
rt3,100,0,100
rt3,100,0,100
StagedChoiceSplineMix,100,0,100
LRTH,100,0,100
Rtwalk,100,0,100
SADISA,100,0,100
rwfec,100,0,100
Strategy,100,0,100
QuantileGradeR,100,0,100
kmcudaR,100,0,100
simLife,100,0,100
SALTSampler,100,0,100
nomogramEx,100,0,100
sclero,100,0,100
TLdating,100,0,100
tensorBF,100,0,100
tglm,100,0,100
signalHsmm,100,0,100
phenability,100,0,100
VARSEDIG,100,0,100
permGS,100,0,100
RandMeta,100,0,100
rapiclient,100,0,100
VWPre,100,0,100
pRSR,100,0,100
SeerMapper2010East,100,0,100
mro,100,0,100
Rdtq,100,0,100
vortexRdata,100,0,100
SensitivityCaseControl,100,0,100
optAUC,100,0,100
popRange,99,0,99
shades,99,0,99
ramidst,99,0,99
T2EQ,99,0,99
PdPDB,99,0,99
SOIL,99,0,99
pleio,99,0,99
sdef,99,0,99
SyncRNG,99,0,99
pseval,99,0,99
RSAP,99,0,99
sbfc,99,0,99
preprosim,99,0,99
sdtoolkit,99,0,99
seqtest,99,0,99
rtype,99,0,99
novelist,99,0,99
RConics,99,0,99
vbdm,99,0,99
qrmix,99,0,99
TeachNet,99,0,99
tailDepFun,99,0,99
RobAStRDA,98,0,98
pstest,98,0,98
tmg,98,0,98
thgenetics,98,0,98
polypoly,98,0,98
WaverR,98,0,98
titrationCurves,98,0,98
SALES,98,0,98
wikilake,98,0,98
prognosticROC,98,0,98
StrainRanking,98,0,98
UncerIn2,98,0,98
ems,98,0,98
uniqtag,98,0,98
sensory,98,0,98
mpr,98,0,98
webuse,98,0,98
scenario,98,0,98
midastouch,98,0,98
UBCRM,98,0,98
SafeBayes,98,0,98
sspline,98,0,98
SPAr,98,0,98
stilt,98,0,98
sEparaTe,98,0,98
LncFinder,98,0,98
PRIMME,98,0,98
scvxclustr,98,0,98
pla,98,0,98
NetWeaver,98,0,98
robustETM,98,0,98
loder,95,3,98
UCR.ColumnNames,97,0,97
MWLasso,97,0,97
PepSAVIms,97,0,97
UStatBookABSC,97,0,97
VertexSimilarity,97,0,97
Rfmtool,97,0,97
SPADAR,97,0,97
ltxsparklines,97,0,97
seismic,97,0,97
icdGLM,97,0,97
simplr,97,0,97
PBNPA,97,0,97
statquotes,97,0,97
sparc,97,0,97
sonar,97,0,97
quhomology,97,0,97
tmlenet,96,1,97
unix,83,14,97
didrooRFM,96,0,96
sigora,96,0,96
RankingProject,96,0,96
speccalt,96,0,96
qqvases,96,0,96
rtip,96,0,96
XRPython,96,0,96
MGGM,96,0,96
refset,96,0,96
pass,96,0,96
qdm,96,0,96
persiandictionary,96,0,96
varSel,96,0,96
pdSpecEst,96,0,96
tbdiag,95,0,95
pulsar,95,0,95
SeqMADE,95,0,95
miRada,95,0,95
tolBasis,95,0,95
ssmn,95,0,95
npcopTest,95,0,95
solarPos,95,0,95
snpRF,95,0,95
WCQ,95,0,95
pdmod,95,0,95
UNCLES,95,0,95
splithalf,95,0,95
paperplanes,95,0,95
sspse,95,0,95
weirs,95,0,95
fcm,94,0,94
ProliferativeIndex,94,0,94
sbart,94,0,94
ScoreGGUM,94,0,94
modygliani,94,0,94
modygliani,94,0,94
spftir,94,0,94
mod09nrt,94,0,94
TwoCop,94,0,94
SmartSifter,94,0,94
sicegar,94,0,94
RSarules,94,0,94
RVowpalWabbit,94,0,94
restfulr,89,5,94
RSSOP,93,0,93
tmpm,93,0,93
types,93,0,93
rgw,93,0,93
trifield,93,0,93
subgroup,93,0,93
rpn,93,0,93
rsdepth,93,0,93
sSDR,93,0,93
XRSCC,93,0,93
Rvoterdistance,93,0,93
SignifReg,93,0,93
MDSGUI,93,0,93
seqPERM,92,0,92
powerEQTL,92,0,92
smallarea,92,0,92
trueskill,92,0,92
CARrampsOcl,92,0,92
RRate,92,0,92
vrcp,92,0,92
SeerMapperWest,92,0,92
uiucthemes,92,0,92
severity,92,0,92
relabeLoadings,92,0,92
rtape,92,0,92
welchADF,91,0,91
SeerMapper2010Regs,91,0,91
swCRTdesign,91,0,91
stheoreme,91,0,91
pETM,91,0,91
strategicplayers,91,0,91
SeerMapperRegs,91,0,91
VIGoR,91,0,91
qtpaint,91,0,91
trotter,91,0,91
wpp2008,7,84,91
vaersNDvax,4,87,91
uniqueAtomMat,90,0,90
tigerhitteR,90,0,90
simpleSetup,90,0,90
SetTest,90,0,90
Rdsm,89,0,89
qtutils,89,0,89
vietnamcode,88,0,88
valottery,88,0,88
sdat,88,0,88
spinyReg,88,0,88
vocaldia,88,0,88
rhnerm,88,0,88
restrictedMVN,88,0,88
treeperm,87,0,87
spup,87,0,87
sparsestep,87,0,87
weco,86,0,86
stcov,86,0,86
stddiff,86,0,86
gamsel,85,0,85
timeit,85,0,85
tinsel,85,0,85
revgeo,85,0,85
valorate,85,0,85
bigGP,84,0,84
retistruct,84,0,84
regnet,83,0,83
ROI.plugin.alabama,82,0,82
survidm,80,0,80
micemd,80,0,80
ssh.utils,79,0,79
rocNIT,79,0,79
RPEXE.RPEXT,79,0,79
LAM,74,5,79
reportROC,78,0,78
STARTS,78,0,78
SnakeCharmR,78,0,78
tensorr,77,0,77
BayClone2,77,0,77
gcbd,77,0,77
lfl,76,0,76
P2C2M,75,0,75
vein,74,0,74
sotu,74,0,74
SeerMapper,74,0,74
RcppAPT,72,0,72
spectrino,71,0,71
its,19,51,70
medSTC,69,0,69
rcqp,66,3,69
exif,67,0,67
SpatialAcc,65,0,65
rsurfer,64,0,64
slimrec,63,0,63
limma,63,0,63
stratvns,62,0,62
lhmixr,58,0,58
GUIgems,55,0,55
wq,53,1,54
CommT,53,0,53
bigReg,53,0,53
solarius,52,0,52
Rip46,48,0,48
LZeroSpikeInference,46,0,46
nice,45,0,45
Rcoclust,45,0,45
ieeeround,43,0,43
bfork,42,0,42
vfcp,42,0,42
ncdf,24,18,42
walrus,41,0,41
uncmbb,41,0,41
RcppGetconf,39,0,39
biom,36,0,36
ROI.plugin.optimx,36,0,36
R4dfp,35,0,35
tsiR,32,0,32
sensitivitymult,32,0,32
rplexos,30,0,30
Geneland,30,0,30
ROI.plugin.msbinlp,30,0,30
Defaults,11,19,30
RHPCBenchmark,29,0,29
goftte,28,0,28
wildcard,28,0,28
UnivRNG,28,0,28
ROI.models.miplib,28,0,28
timelineR,27,0,27
genMOSSplus,27,0,27
sdcMicroGUI,25,0,25
RSQLite.extfuns,9,13,22
rmongodb,20,0,20
pmfdR,20,0,20
spider,20,0,20
pmg,17,2,19
laser,8,10,18
DiagTest3Grp,17,0,17
rscproxy,15,2,17
simglm,16,0,16
cold,16,0,16
intcox,15,0,15
popgraph,15,0,15
BerlinData,14,0,14
spatialkernel,14,0,14
QCA3,13,1,14
geocodeHERE,13,0,13
Xplortext,13,0,13
VPdtw,12,0,12
retrosheet,12,0,12
rtkpp,11,1,12
grid,11,0,11
hwriterPlus,11,0,11
alm,11,0,11
mra,11,0,11
gldist,10,0,10
GeneticTools,10,0,10
cslogistic,10,0,10
fastcox,10,0,10
StatMethRank,10,0,10
tscount,10,0,10
MAMA,9,0,9
eegAnalysis,9,0,9
DNAprofiles,9,0,9
EMMIXcontrasts,9,0,9
Rsundials,9,0,9
weightedKmeans,6,3,9
cosmosR,8,0,8
TDMR,8,0,8
PGRdup,8,0,8
pystr,8,0,8
PSM,8,0,8
dendextendRcpp,5,3,8
TShistQuote,4,4,8
sparsediscrim,7,0,7
RCryptsy,7,0,7
oblique.tree,7,0,7
kml3d,7,0,7
SpherWave,7,0,7
MaxentVariableSelection,7,0,7
polytomous,7,0,7
tlnise,6,1,7
TSxls,3,4,7
websockets,1,6,7
genpathmox,6,0,6
fheatmap,6,0,6
curlconverter,6,0,6
MCAPS,6,0,6
spsmooth,6,0,6
Rgraphviz,6,0,6
ggsubplot,6,0,6
nlrwr,6,0,6
basicspace,6,0,6
Ramd,6,0,6
BEANSP,6,0,6
TSgetSymbol,2,4,6
TSzip,2,4,6
wtcrsk,5,0,5
kinship,5,0,5
birch,5,0,5
RStars,5,0,5
stashR,5,0,5
spanr,5,0,5
rclinicaltrials,5,0,5
rnbn,5,0,5
RMendeley,5,0,5
MADAM,5,0,5
gstudio,5,0,5
PhyActBedRest,5,0,5
ngramr,5,0,5
multic,5,0,5
restorepoint,5,0,5
falsy,5,0,5
Statomica,5,0,5
lint,5,0,5
megaptera,5,0,5
rdoxygen,5,0,5
ComplexAnalysis,5,0,5
graph,4,1,5
igraph0,1,4,5
vacem,4,0,4
seem,4,0,4
dse1,4,0,4
Sabermetrics,4,0,4
Rmonkey,4,0,4
MortHump,4,0,4
bootTimeInference,4,0,4
setwidth,4,0,4
PVR,4,0,4
ocean,4,0,4
Quor,4,0,4
pvrank,4,0,4
skatMeta,4,0,4
stremo,4,0,4
stremo,4,0,4
RobustEM,4,0,4
rPlant,4,0,4
futile,3,0,3
ror,3,0,3
sspir,3,0,3
nmcdr,3,0,3
fitcoach,3,0,3
after,3,0,3
Shrinkage,3,0,3
trio,3,0,3
RLMM,3,0,3
rrules,3,0,3
CopyNumber450kCancer,3,0,3
muscle,3,0,3
glmmGS,3,0,3
nnclust,3,0,3
db.r,3,0,3
odesolve,3,0,3
bigrf,3,0,3
ecoretriever,3,0,3
qvalue,3,0,3
rcppbugs,3,0,3
gbs,3,0,3
latticist,2,1,3
NCBI2R,2,1,3
ie2miscdata,2,1,3
PACVB,2,0,2
multmod,2,0,2
xpose4classic,2,0,2
GeneralTree,2,0,2
statfi,2,0,2
milonga,2,0,2
xpose4data,2,0,2
NMMAPSlite,2,0,2
rgeospatialquality,2,0,2
gWidgetsWWW,2,0,2
gWidgetsWWW,2,0,2
phybase,2,0,2
survival4,2,0,2
testthatsomemore,2,0,2
xpose4generic,2,0,2
BADER,2,0,2
RTisean,2,0,2
Snowball,2,0,2
mvpart,2,0,2
Rstem,2,0,2
srd,2,0,2
MRIaggr,2,0,2
jit,2,0,2
stima,2,0,2
xlsReadWrite,2,0,2
cacheSweave,2,0,2
nomadlist,2,0,2
simPopulation,2,0,2
genefu,2,0,2
changeLOS,2,0,2
BradleyTerry,2,0,2
openNLPmodels.es,2,0,2
Difdtl,2,0,2
RBGL,1,1,2
randomSurvivalForest,1,0,1
OptiQuantR,1,0,1
sinartra,1,0,1
LatentREGpp,1,0,1
sinartra,1,0,1
int64,1,0,1
doSMP,1,0,1
helpr,1,0,1
opencpu.encode,1,0,1
CONOR,1,0,1
SDR,1,0,1
ghostr,1,0,1
mapDK,1,0,1
gdsfmt,1,0,1
SEHmodel,1,0,1
fUtilities,1,0,1
mapDK,1,0,1
dse2,1,0,1
CORREP,1,0,1
gmwm,1,0,1
DierckxSpline,1,0,1
fork,1,0,1
roxygen,1,0,1
fork,1,0,1
genderNames,1,0,1
imputation,1,0,1
muUtil,1,0,1
rwirelesscom,1,0,1
saps,1,0,1
CarbonEL,1,0,1
SDDA,1,0,1
SDDA,1,0,1
rrdf,1,0,1
RpgSQL,1,0,1
Devore6,1,0,1
impute,1,0,1
xpose4specific,1,0,1
openNLPmodels.en,1,0,1
AntAngiCool,1,0,1
TextRegression,1,0,1
mutatr,1,0,1
onlineCPD,1,0,1
ggplot,1,0,1
SAGx,1,0,1
EMDomics,1,0,1
rEHR,1,0,1
datafsm,1,0,1
smint,1,0,1
gregmisc,1,0,1
multicore,1,0,1
kinn,1,0,1
opencpu.demo,1,0,1
tcltk,1,0,1
kinn,1,0,1
splines,1,0,1
mouse4302,0,0,0
occugene,0,0,0
phastCons100way.UCSC.hg19,0,0,0
Rbowtie,0,0,0
mAPKL,0,0,0
npGSEA,0,0,0
flowDensity,0,0,0
GSALightning,0,0,0
LedPred,0,0,0
GraphAlignment,0,0,0
hgu133atagcdf,0,0,0
BSgenome.Mmusculus.UCSC.mm9,0,0,0
ChIPpeakAnno,0,0,0
blotter,0,0,0
nem,0,0,0
TxDb.Mmusculus.UCSC.mm9.knownGene,0,0,0
org.Dr.eg.db,0,0,0
pd.mapping250k.sty,0,0,0
PSEA,0,0,0
RAmazonS3,0,0,0
RGraph2js,0,0,0
TCGAbiolinks,0,0,0
VegaMC,0,0,0
XtraSNPlocs,0,0,0
IVAS,0,0,0
msqc1,0,0,0
usethis,0,0,0
nem,0,0,0
hugene10sttranscriptcluster,0,0,0
hom.Rn.inp.db,0,0,0
org.Dr.eg.db,0,0,0
pd.mapping250k.sty,0,0,0
PSEA,0,0,0
IVAS,0,0,0
msqc1,0,0,0
OperaMate,0,0,0
UNDO,0,0,0
diffloopdata,0,0,0
fEcofin,0,0,0
geoChina,0,0,0
FlowRepositoryR,0,0,0
gaga,0,0,0
bacon,0,0,0
ArrayExpressHTS,0,0,0
annotate,0,0,0
Achilles,0,0,0
seqc,0,0,0
metagenomeSeq,0,0,0
org.Sc.sgd.db,0,0,0
pnf,0,0,0
plasmodiumanophelescdf,0,0,0
syskern,0,0,0
HEM,0,0,0
minfiData,0,0,0
OmicCircos,0,0,0
canceR,0,0,0
SNPlocs.Hsapiens.dbSNP142.GRCh37,0,0,0
canceR,0,0,0
cummeRbund,0,0,0
CRISPRseek,0,0,0
deltaGseg,0,0,0
genomewidesnp6Crlmm,0,0,0
rport,0,0,0
mgug4104a.db,0,0,0
BufferedMatrix,0,0,0
CONFESS,0,0,0
ccleWrap,0,0,0
CoCiteStats,0,0,0
clustComp,0,0,0
hapmap100kxba,0,0,0
exomePeak,0,0,0
EBSeq,0,0,0
rport,0,0,0
rHVDM,0,0,0
ROntoTools,0,0,0
triplex,0,0,0
Nozzle,0,0,0
PECA,0,0,0
poirot,0,0,0
rHVDM,0,0,0
ROntoTools,0,0,0
ccleWrap,0,0,0
garfield,0,0,0
Illumina450ProbeVariants.db,0,0,0
r3Cseq,0,0,0
RforProteomics,0,0,0
SLqPCR,0,0,0
vtpnet,0,0,0
alr,0,0,0
PSEA,0,0,0
RAmazonS3,0,0,0
RGraph2js,0,0,0
TCGAbiolinks,0,0,0
VegaMC,0,0,0
Affyhgu133Plus2Expr,0,0,0
blotter,0,0,0
HEM,0,0,0
bvbiome,0,0,0
charmData,0,0,0
CoCiteStats,0,0,0
clustComp,0,0,0
mouse4302,0,0,0
occugene,0,0,0
phastCons100way.UCSC.hg19,0,0,0
Rbowtie,0,0,0
serumStimulation,0,0,0
stats,0,0,0
VariantTools,0,0,0
CoCiteStats,0,0,0
flowDensity,0,0,0
GSALightning,0,0,0
LedPred,0,0,0
maanova,0,0,0
DeconRNASeq,0,0,0
eiR,0,0,0
shinyMethyl,0,0,0
eiR,0,0,0
flowDensity,0,0,0
shinyMethyl,0,0,0
soGGi,0,0,0
clustComp,0,0,0
pasilla,0,0,0
hapmap100kxba,0,0,0
hurricaneexposuredata,0,0,0
massiR,0,0,0
metagenomeSeq,0,0,0
RGraph2js,0,0,0
TCGAbiolinks,0,0,0
VegaMC,0,0,0
rexcel,0,0,0
usethis,0,0,0
genomewidesnp6Crlmm,0,0,0
emo,0,0,0
flipflop,0,0,0
garfield,0,0,0
Illumina450ProbeVariants.db,0,0,0
poirot,0,0,0
rHVDM,0,0,0
ROntoTools,0,0,0
triplex,0,0,0
r3Cseq,0,0,0
RforProteomics,0,0,0
rstudio,0,0,0
SimBindProfiles,0,0,0
shinyapps,0,0,0
UNDO,0,0,0
motifStack,0,0,0
sergeant,0,0,0
seleniumJars,0,0,0
MultiDataSet,0,0,0
RGalaxy,0,0,0
miRBaseVersions,0,0,0
PICS,0,0,0
quantsmooth,0,0,0
FunciSNP,0,0,0
faahKO,0,0,0
ComplexHeatmap,0,0,0
gcspikelite,0,0,0
faahKO,0,0,0
GSReg,0,0,0
flowVS,0,0,0
org.At.tair.db,0,0,0
cogena,0,0,0
pd.hg.u95av2,0,0,0
rdom,0,0,0
synapterdata,0,0,0
metaArray,0,0,0
DEGseq,0,0,0
editR,0,0,0
missMethyl,0,0,0
MSnID,0,0,0
ProCoNA,0,0,0
GRENITS,0,0,0
synapterdata,0,0,0
sergeant,0,0,0
seleniumJars,0,0,0
flowCL,0,0,0
colonCA,0,0,0
affycoretools,0,0,0
LAM-MPI,0,0,0
SNPlocs.Hsapiens.dbSNP.20120608,0,0,0
sandboxR,0,0,0
biosvd,0,0,0
omdbapi,0,0,0
kmndirs,0,0,0
maSigPro,0,0,0
nudge,0,0,0
AffyTiling,0,0,0
hopach,0,0,0
MMDiffBamSubset,0,0,0
org.Mm.eg.db,0,0,0
pmm,0,0,0
rgurobi,0,0,0
TxDb.Hsapiens.UCSC.hg18.knownGene,0,0,0
synapterdata,0,0,0
breastCancerTRANSBIG,0,0,0
simulatorZ,0,0,0
hopach,0,0,0
Vennerable,0,0,0
MMDiffBamSubset,0,0,0
AffyTiling,0,0,0
colonCA,0,0,0
SigCheck,0,0,0
Starr,0,0,0
CausalR,0,0,0
BiocCloud,0,0,0
FunciSNP,0,0,0
GOTHiC,0,0,0
faahKO,0,0,0
flowVS,0,0,0
gcspikelite,0,0,0
RBerkeley,0,0,0
segmentSeq,0,0,0
SISPA,0,0,0
metaMSdata,0,0,0
notifier,0,0,0
